file,timeY,resultY,timeZ,resultZ,timeC,resultC,resultDc,smtTimeDc,smtTimeDO,smtTimeDOOOI,smtTimeDOI,resultDO,resultDOOOI,resultDOI,result
atan-problem-2-weak2-chunk-0084,0.0,sat,,,0.02,sat,sat,0.01,0.02,0.03,0.02,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0104,0.0,sat,0.01,sat,0.02,sat,sat,0.0,0.01,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0106,0.0,unsat,,,0.03,unsat,unsat,0.01,0.02,0.02,0.02,,,,unsat
atan-problem-2-weak2-chunk-0107,0.0,sat,,,0.05,sat,sat,0.01,0.02,0.03,0.02,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0109,0.0,unsat,,,0.03,unsat,unsat,0.01,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,unsat
atan-problem-2-weak2-chunk-0116,0.0,sat,,,0.02,sat,sat,0.01,0.0,0.01,0.03,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0118,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.02,0.02,0.01,0.02,,,,unsat
atan-problem-2-weak2-chunk-0119,0.0,sat,,,0.08,sat,sat,0.01,0.01,0.01,0.04,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0121,0.0,sat,0.01,sat,0.03,sat,sat,0.02,0.02,0.02,0.04,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0126,0.0,unsat,,,0.04,unsat,unsat,0.01,0.02,0.02,0.04,,,,unsat
atan-problem-2-weak2-chunk-0127,0.0,sat,0.01,sat,0.01,sat,sat,0.01,0.02,0.03,0.01,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0129,0.0,sat,0.01,sat,0.04,sat,sat,0.01,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
atan-problem-2-weak2-chunk-0131,0.0,unsat,,,0.02,unsat,unsat,0.01,0.01,0.01,0.02,,,,unsat
atan-problem-2-weak2-chunk-0132,0.0,unsat,,,0.0,unsat,unsat,0.0,0.0,0.02,0.02,,,,unsat
aviad_true-termination.c_Iteration1...,3.02,sat,277.22,sat,2413.18,sat,sat,33057.4,107.22,104.15,100.84,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,0.76,sat,25.24,sat,384.98,sat,sat,123.37,10.13,7.08,9.17,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,1.32,sat,59.02,sat,907.7,sat,sat,3200.11,28.49,26.86,25.89,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,1.96,sat,112.73,sat,1209.74,sat,,,259.0,258.62,245.78,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,2.06,sat,93.7,sat,1944.7,sat,sat,640.01,19.17,15.11,18.33,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,1.33,sat,83.84,sat,709.76,sat,sat,3411.26,20.13,20.06,20.28,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,1.35,sat,59.71,sat,935.82,sat,sat,297.27,14.07,118.96,14.51,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,5.95,sat,804.96,sat,2326.15,sat,,,98.62,86.47,93.58,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,0.73,sat,25.61,sat,429.68,sat,sat,235.56,11.89,11.55,10.83,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,317.53,sat,2707.1,sat,13555.23,sat,,,266.48,2807.68,299.62,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,0.98,sat,27.07,sat,662.23,sat,sat,254.8,11.38,11.4,11.75,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,0.68,sat,25.92,sat,390.93,sat,sat,130.23,10.01,9.56,9.01,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,2.49,sat,69.14,sat,1254.68,sat,sat,633.72,17.5,220.32,200.12,$\delta$,$\delta$,$\delta$,sat
aviad_true-termination.c_Iteration1...,2.29,sat,360.03,sat,1278.28,sat,sat,20859.2,43.98,248.78,47.54,$\delta$,$\delta$,$\delta$,sat
bad_echos_ascend.base,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.04,0.02,0.04,0.04,$\delta$,$\delta$,$\delta$,unsat
bad_echos_ascend.induction,0.0,unsat,0.02,unsat,0.04,unsat,unsat,0.05,0.02,0.03,0.05,$\delta$,$\delta$,$\delta$,unsat
bignum_lra1,0.0,sat,,,0.03,sat,sat,0.01,0.01,0.01,0.03,$\delta$,$\delta$,$\delta$,sat
bignum_lra2,0.0,unsat,0.01,unsat,0.02,unsat,unsat,0.02,0.02,0.02,0.03,,,,unsat
bottom-plate-mixer-chunk-0005,0.0,sat,0.01,sat,0.01,sat,sat,0.0,0.01,0.09,0.02,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0006,0.0,sat,0.01,sat,0.01,sat,sat,0.02,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0008,0.0,sat,0.01,sat,0.01,sat,sat,0.01,0.01,0.01,0.06,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0010,0.0,sat,0.01,sat,0.01,sat,sat,0.0,0.01,0.01,0.04,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0011,0.0,sat,0.01,sat,0.01,sat,sat,0.0,0.01,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0012,0.0,sat,0.01,sat,0.06,sat,sat,0.0,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0013,0.0,sat,,,0.02,sat,sat,0.0,0.02,0.03,0.02,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0014,0.0,sat,,,0.07,sat,sat,0.0,0.0,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0015,0.0,sat,0.01,sat,0.03,sat,sat,0.0,0.02,0.01,0.04,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0016,0.0,unsat,0.01,unsat,0.08,unsat,unsat,0.0,0.01,0.02,0.03,,,,unsat
bottom-plate-mixer-chunk-0017,0.0,sat,,,0.03,sat,sat,0.0,0.03,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0018,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.0,0.0,0.01,0.03,,,,unsat
bottom-plate-mixer-chunk-0019,0.0,sat,0.01,sat,0.03,sat,sat,0.0,0.0,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0020,0.0,unsat,0.01,unsat,0.33,unsat,unsat,0.0,0.01,0.03,0.02,,,,unsat
bottom-plate-mixer-chunk-0022,0.0,sat,,,0.02,sat,sat,0.0,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0023,0.0,unsat,0.01,unsat,0.02,unsat,unsat,0.01,0.01,0.01,0.02,,,,unsat
bottom-plate-mixer-chunk-0024,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.0,0.01,0.01,0.03,,,,unsat
bottom-plate-mixer-chunk-0025,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.0,0.0,0.01,0.02,,,,unsat
bottom-plate-mixer-chunk-0034,0.0,sat,0.01,sat,0.02,sat,sat,0.01,0.0,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0035,0.0,sat,0.01,sat,0.02,sat,sat,0.0,0.0,0.01,0.03,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0051,0.0,sat,,,0.02,sat,sat,0.0,0.0,0.01,0.04,$\delta$,$\delta$,$\delta$,sat
bottom-plate-mixer-chunk-0053,0.0,sat,0.02,sat,0.05,sat,sat,0.0,0.0,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
bouncing-ball-inv-node1886,0.0,unsat,,,0.03,unsat,unsat,0.04,0.02,0.02,0.03,,,,unsat
bouncing-ball-inv-node1935,0.0,unsat,,,0.04,unsat,unsat,0.0,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,unsat
bouncing-ball-simple-node1628,0.0,unsat,0.01,unsat,0.04,unsat,unsat,0.01,0.02,0.04,0.02,,,,unsat
bouncing-ball-simple-node1629,0.0,unsat,0.01,unsat,0.02,unsat,unsat,0.0,0.01,0.01,0.01,,,,unsat
bound-scaled200.bpl_Iteration1_Loop...,2.87,sat,48.68,sat,7070.0,sat,,,,,,,,,sat
bound-scaled200.bpl_Iteration1_Loop...,0.57,sat,8.44,sat,250.9,sat,,,,,,,,,sat
bound-scaled200.bpl_Iteration1_Loop...,8.09,sat,20.45,sat,149.73,sat,,,3458.25,3363.2,4580.9,$\delta$,$\delta$,$\delta$,sat
bound-scaled400.bpl_Iteration1_Loop...,45.45,sat,99.3,sat,185.36,sat,,,,,,,,,sat
bound-scaled400.bpl_Iteration1_Loop...,10.42,sat,,,1358.13,sat,,,,,,,,,sat
bound-scaled600.bpl_Iteration1_Loop...,0.57,sat,29.01,sat,32.53,sat,,,,,,,,,sat
bound-scaled600.bpl_Iteration1_Loop...,15.31,sat,382.59,sat,1173.4,sat,,,,,,,,,sat
bound-scaled600.bpl_Iteration1_Loop...,30.68,sat,168.05,sat,941.9,sat,,,,,,,,,sat
broydn.c.i.broydn.pl.t2.fixed.t2.c_...,1.97,sat,1.65,sat,30.5,sat,,,841.14,889.83,792.2,$\delta$,$\delta$,$\delta$,sat
brp_withassume.t2.c_Iteration1_Loop...,237.35,sat,1296.45,sat,3089.09,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration1_Loop...,2.99,sat,47.08,sat,112.76,sat,,,23276.8,22073.8,23256.2,$\delta$,$\delta$,$\delta$,sat
brp_withassume.t2.c_Iteration1_Loop...,14.15,sat,104.94,sat,344.19,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration1_Loop...,245.29,sat,1441.43,sat,2292.61,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration1_Loop...,0.62,sat,29.14,sat,75.67,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration1_Loop...,23.17,sat,230.44,sat,5547.95,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration1_Loop...,26.33,sat,184.88,sat,424.58,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,1.39,sat,51.96,sat,135.97,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,4.64,sat,72.99,sat,119.5,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,168.39,sat,2789.85,sat,2579.85,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,11.49,sat,411.75,sat,624.47,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,1.64,sat,52.83,sat,105.66,sat,,,28453.2,31255.3,36867.6,$\delta$,$\delta$,$\delta$,sat
brp_withassume.t2.c_Iteration8_Loop...,5.34,sat,65.15,sat,298.29,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,6.53,sat,175.08,sat,1074.82,sat,,,,,,,,,sat
brp_withassume.t2.c_Iteration8_Loop...,3809.42,sat,1332.03,sat,22905.77,sat,,,,,,,,,sat
bsort100.t2.c_Iteration13_Loop_4-pi...,0.29,sat,1.03,sat,8.44,sat,,,582.3,494.36,530.38,$\delta$,$\delta$,$\delta$,sat
bubbleSort.t2.c_Iteration3_Loop_4-p...,0.38,sat,1.94,sat,8.51,sat,,,768.15,641.54,738.35,$\delta$,$\delta$,$\delta$,sat
byron-2.t2.c_Iteration2_Loop_4-piec...,0.78,sat,12.17,sat,30.09,sat,,,34825.6,36353.3,38406.3,$\delta$,$\delta$,$\delta$,sat
byron-2.t2.c_Iteration2_Loop_7-phas...,1.23,sat,23.18,sat,42.04,sat,sat,9644.86,752.27,676.22,743.11,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0006,0.0,unsat,,,0.04,unsat,unsat,0.01,0.01,0.02,0.05,$\delta$,$\delta$,$\delta$,unsat
cbrt-problem-3-chunk-0035,0.0,sat,,,0.1,sat,sat,0.0,0.01,0.01,0.04,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0036,0.0,sat,,,0.03,sat,sat,0.02,0.0,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0037,0.0,unsat,0.01,unsat,0.08,unsat,unsat,0.0,0.0,0.03,0.03,,,,unsat
cbrt-problem-3-chunk-0038,0.0,sat,,,0.06,sat,sat,0.0,0.01,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0039,0.0,sat,,,0.04,sat,sat,0.02,0.01,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0040,0.0,unsat,,,0.1,unsat,unsat,0.01,0.02,0.02,0.02,,,,unsat
cbrt-problem-3-chunk-0041,0.0,unsat,,,0.1,unsat,unsat,0.0,0.01,0.02,0.03,,,,unsat
cbrt-problem-3-chunk-0042,0.0,unsat,,,0.05,unsat,unsat,0.05,0.01,0.03,0.02,,,,unsat
cbrt-problem-3-chunk-0043,0.0,sat,,,0.04,sat,sat,0.01,0.03,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0044,0.0,unsat,,,0.02,unsat,unsat,0.01,0.05,0.04,0.02,,,,unsat
cbrt-problem-3-chunk-0045,0.0,sat,0.01,sat,0.04,sat,sat,0.0,0.0,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0046,0.0,unsat,,,0.04,unsat,unsat,0.01,0.01,0.02,0.03,,,,unsat
cbrt-problem-3-chunk-0047,0.0,sat,,,0.04,sat,sat,0.02,0.0,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0048,0.0,unsat,,,0.07,unsat,unsat,0.0,0.0,0.02,0.04,,,,unsat
cbrt-problem-3-chunk-0057,0.0,sat,,,0.02,sat,sat,0.02,0.0,0.01,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0058,0.0,unsat,,,0.11,unsat,unsat,0.01,0.01,0.06,0.02,,,,unsat
cbrt-problem-3-chunk-0059,0.0,sat,,,0.05,sat,sat,0.02,0.01,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0060,0.0,unsat,,,0.02,unsat,unsat,0.01,0.01,0.01,0.07,,,,unsat
cbrt-problem-3-chunk-0071,0.0,sat,,,0.06,sat,sat,0.0,0.0,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0072,0.0,unsat,,,0.02,unsat,unsat,0.0,0.0,0.04,0.02,,,,unsat
cbrt-problem-3-chunk-0073,0.0,sat,,,0.01,sat,sat,0.0,0.02,0.01,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-chunk-0074,0.0,unsat,,,0.03,unsat,unsat,0.01,0.01,0.02,0.06,,,,unsat
cbrt-problem-3-weak-chunk-0012,0.0,unsat,,,0.03,unsat,unsat,0.02,0.02,0.04,0.03,,,,unsat
cbrt-problem-3-weak-chunk-0043,0.0,sat,,,0.04,sat,sat,0.02,0.01,0.09,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0044,0.0,sat,0.01,sat,0.03,sat,sat,0.01,0.0,0.03,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0045,0.0,unsat,,,0.01,unsat,unsat,0.02,0.02,0.01,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0046,0.0,sat,,,0.05,sat,sat,0.02,0.01,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0047,0.0,sat,0.01,sat,0.05,sat,sat,0.02,0.02,0.02,0.05,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0048,0.0,unsat,,,0.03,unsat,unsat,0.0,0.01,0.04,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0049,0.0,unsat,,,0.02,unsat,unsat,0.0,0.02,0.02,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0050,0.0,unsat,,,0.04,unsat,unsat,0.0,0.01,0.03,0.01,,,,unsat
cbrt-problem-3-weak-chunk-0051,0.0,sat,0.01,sat,0.04,sat,sat,0.01,0.01,0.03,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0052,0.0,unsat,,,0.01,unsat,unsat,0.01,0.02,0.04,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0053,0.0,sat,,,0.01,sat,sat,0.0,0.0,0.05,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0054,0.0,unsat,0.01,unsat,0.01,unsat,unsat,0.0,0.0,0.02,0.03,,,,unsat
cbrt-problem-3-weak-chunk-0055,0.0,sat,,,0.03,sat,sat,0.0,0.01,0.03,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0056,0.0,unsat,,,0.03,unsat,unsat,0.02,0.01,0.03,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0065,0.0,sat,0.01,sat,0.04,sat,sat,0.02,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0066,0.0,unsat,0.01,unsat,0.01,unsat,unsat,0.01,0.01,0.01,0.03,,,,unsat
cbrt-problem-3-weak-chunk-0067,0.0,sat,,,0.05,sat,sat,0.01,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0068,0.0,unsat,,,0.01,unsat,unsat,0.02,0.02,0.03,0.03,,,,unsat
cbrt-problem-3-weak-chunk-0080,0.0,sat,,,0.01,sat,sat,0.02,0.04,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0081,0.0,unsat,0.01,unsat,0.01,unsat,unsat,0.0,0.0,0.07,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0082,0.0,sat,,,0.03,sat,sat,0.01,0.01,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0083,0.0,unsat,,,0.02,unsat,unsat,0.01,0.01,0.01,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0097,0.0,sat,0.01,sat,0.03,sat,sat,0.0,0.0,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
cbrt-problem-3-weak-chunk-0098,0.0,unsat,,,0.01,unsat,unsat,0.01,0.02,0.01,0.03,,,,unsat
cbrt-problem-3-weak-chunk-0099,0.0,unsat,,,0.02,unsat,unsat,0.02,0.01,0.01,0.02,,,,unsat
cbrt-problem-3-weak-chunk-0100,0.0,sat,,,0.01,sat,sat,0.02,0.02,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
clocksynchro_10clocks.main_invar.base,0.02,unsat,0.12,unsat,0.33,unsat,unsat,21.45,4.0,3.05,4.36,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_10clocks.main_invar.in...,75.1,unsat,44.41,unsat,327.67,unsat,,,21.49,36.62,52.93,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_10clocks.worst_case_sk...,0.0,unsat,,,0.04,unsat,unsat,0.01,0.02,0.07,0.03,,,,unsat
clocksynchro_10clocks.worst_case_sk...,49.67,unsat,185.66,unsat,161.62,unsat,unsat,139.1,6.94,15.05,21.62,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_2clocks.main_invar.base,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.39,0.12,0.11,0.15,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_2clocks.main_invar.ind...,0.16,unsat,0.4,unsat,0.74,unsat,unsat,5.91,0.29,0.3,0.32,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_2clocks.worst_case_ske...,0.0,unsat,,,0.03,unsat,unsat,0.0,0.01,0.02,0.06,,,,unsat
clocksynchro_2clocks.worst_case_ske...,0.01,unsat,0.04,unsat,0.05,unsat,unsat,0.11,0.08,0.07,0.09,,,,unsat
clocksynchro_3clocks.main_invar.base,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.93,0.2,0.17,0.2,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_3clocks.main_invar.ind...,0.61,unsat,1.02,unsat,2.7,unsat,unsat,18.86,2.43,1.94,2.29,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_3clocks.worst_case_ske...,0.0,unsat,,,0.01,unsat,unsat,0.01,0.0,0.01,0.01,,,,unsat
clocksynchro_3clocks.worst_case_ske...,0.07,unsat,0.33,unsat,0.29,unsat,unsat,0.66,0.22,0.4,0.22,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_4clocks.main_invar.base,0.0,unsat,0.02,unsat,0.05,unsat,unsat,1.27,0.37,0.34,0.37,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_4clocks.main_invar.ind...,3.12,unsat,2.84,unsat,5.05,unsat,unsat,49.9,1.4,1.19,1.37,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_4clocks.worst_case_ske...,0.26,unsat,1.75,unsat,0.94,unsat,unsat,1.84,0.62,0.23,0.26,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_4clocks.worst_case_ske...,0.0,unsat,,,0.06,unsat,unsat,0.02,0.0,0.02,0.03,,,,unsat
clocksynchro_5clocks.main_invar.base,0.0,unsat,0.03,unsat,0.13,unsat,unsat,2.17,0.41,0.56,0.4,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_5clocks.main_invar.ind...,4.16,unsat,5.63,unsat,18.7,unsat,,,2.19,2.77,2.35,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_5clocks.worst_case_ske...,0.79,unsat,5.62,unsat,2.79,unsat,unsat,6.67,1.85,2.03,1.89,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_5clocks.worst_case_ske...,0.0,unsat,,,0.06,unsat,unsat,0.02,0.01,0.02,0.04,,,,unsat
clocksynchro_6clocks.main_invar.base,0.01,unsat,0.03,unsat,0.34,unsat,unsat,3.69,0.9,1.58,0.86,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_6clocks.main_invar.ind...,8.78,unsat,11.35,unsat,22.96,unsat,,,7.15,62.72,16.4,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_6clocks.worst_case_ske...,2.7,unsat,10.41,unsat,7.14,unsat,unsat,13.78,2.89,1.05,1.11,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_6clocks.worst_case_ske...,0.0,unsat,,,0.01,unsat,unsat,0.0,0.02,0.05,0.03,,,,unsat
clocksynchro_7clocks.main_invar.base,0.01,unsat,0.04,unsat,0.12,unsat,unsat,7.49,0.94,0.81,0.84,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_7clocks.main_invar.ind...,21.69,unsat,12.72,unsat,39.19,unsat,unsat,3558.94,9.74,18.78,28.56,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_7clocks.worst_case_ske...,5.87,unsat,32.34,unsat,17.35,unsat,unsat,31.8,1.24,1.94,2.81,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_7clocks.worst_case_ske...,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.02,0.02,0.02,0.04,,,,unsat
clocksynchro_8clocks.main_invar.base,0.01,unsat,0.07,unsat,0.13,unsat,unsat,8.81,1.28,1.09,1.7,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_8clocks.main_invar.ind...,47.31,unsat,20.47,unsat,65.44,unsat,,,9.4,8.27,11.07,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_8clocks.worst_case_ske...,14.2,unsat,64.03,unsat,29.32,unsat,unsat,62.1,1.65,5.55,6.01,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_8clocks.worst_case_ske...,0.0,unsat,0.01,unsat,0.04,unsat,unsat,0.04,0.0,0.01,0.02,,,,unsat
clocksynchro_9clocks.main_invar.base,0.01,unsat,0.09,unsat,0.14,unsat,unsat,12.57,2.85,3.94,2.65,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_9clocks.main_invar.ind...,19.98,unsat,33.25,unsat,113.48,unsat,,,12.1,14.18,13.32,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_9clocks.worst_case_ske...,24.52,unsat,69.55,unsat,57.09,unsat,unsat,87.7,4.82,27.48,14.26,$\delta$,$\delta$,$\delta$,unsat
clocksynchro_9clocks.worst_case_ske...,0.0,unsat,,,0.04,unsat,unsat,0.01,0.01,0.05,0.02,,,,unsat
collatz.t2.c_Iteration1_Loop_4-piec...,7.99,unsat,6.9,unsat,22.17,unsat,,,577.44,449.3,574.74,$\delta$,$\delta$,$\delta$,unsat
collatz.t2.c_Iteration3_Lasso_7-pha...,21.03,unsat,6.24,unsat,45.03,unsat,,,98.82,83.17,95.46,$\delta$,$\delta$,$\delta$,unsat
collatz.t2.c_Iteration3_Loop_7-phas...,2.08,unsat,6.36,unsat,28.07,unsat,,,18.11,15.82,17.49,$\delta$,$\delta$,$\delta$,unsat
constraint-1007893,20062.79,sat,39012.82,sat,3944.27,sat,,,20.99,11.62,12.55,$\delta$,$\delta$,$\delta$,sat
constraint-199552,231.12,sat,99.43,sat,1830.45,sat,,,1.8,0.55,0.57,$\delta$,$\delta$,$\delta$,sat
constraint-223827,11425.11,sat,2664.9,sat,3173.98,sat,,,2.23,0.66,0.75,$\delta$,$\delta$,$\delta$,sat
constraint-251380,318.86,sat,14487.53,sat,843.45,sat,,,2.75,1.0,0.94,$\delta$,$\delta$,$\delta$,sat
constraint-269735,2688.01,sat,,,,,,,0.98,1.33,1.05,$\delta$,$\delta$,$\delta$,sat
constraint-330061,420.01,sat,2944.54,sat,3694.58,sat,,,1.42,1.55,1.35,$\delta$,$\delta$,$\delta$,sat
constraint-343414,1790.59,sat,,,,,,,1.56,6.6,1.66,$\delta$,$\delta$,$\delta$,sat
constraint-413064,,,40237.09,sat,,,,,2.36,8.43,2.22,$\delta$,$\delta$,$\delta$,sat
constraint-436218,645.24,sat,31202.07,sat,21387.9,sat,,,2.56,9.47,2.41,$\delta$,$\delta$,$\delta$,sat
constraint-556101,,,,,42650.64,sat,,,3.9,3.86,3.99,$\delta$,$\delta$,$\delta$,sat
constraints-cooking01,0.0,sat,0.01,sat,0.08,sat,sat,0.01,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
constraints-cooking02,0.0,sat,,,0.02,sat,sat,0.01,0.05,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
constraints-cooking03,0.0,sat,,,0.04,sat,sat,0.03,0.02,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
constraints-cooking04,0.0,sat,,,0.02,sat,sat,0.01,0.01,0.02,0.03,$\delta$,$\delta$,$\delta$,sat
constraints-cooking05,0.0,sat,0.01,sat,0.08,sat,sat,0.03,0.01,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
constraints-cooking06,0.0,sat,,,0.05,sat,sat,0.01,0.02,0.02,0.04,$\delta$,$\delta$,$\delta$,sat
constraints-cooking07,0.0,sat,0.01,sat,0.04,sat,sat,0.03,0.02,0.06,0.03,$\delta$,$\delta$,$\delta$,sat
